,time,pos_x,pos_y,yaw,v_x,v_y,w,a_x,a_y,alpha
53,1713795737.5767148,-0.24337972192389484,-0.049394211387339,-2.2993014610731817,0.16768160618653719,-9.398003241871053e-06,-0.003472510103635494,-0.33686324123618544,-0.19012691726721018,-0.0002841709511768988
54,1713795737.6017148,-0.24405523184384498,-0.05006489318375768,-2.299630228655575,0.19375092770078794,-9.588799104539095e-06,-0.002022203437416348,-0.3442214131200379,-0.19393359357942416,0.0008956188849965376
55,1713795737.626715,-0.24472606015816528,-0.05073557434115,-2.2997750651891073,0.2503886847617054,-9.778430377931427e-06,-0.0005212518669155659,-0.3510024917472855,-0.1977185162080397,0.0020766702027930494
56,1713795737.651715,-0.24490793772902164,-0.05130429535454816,-2.299939159712296,0.30508037834782886,-9.966940378634478e-06,5.030218078568726e-05,-0.3572205976877399,-0.20148130287558386,0.002458884009331721
57,1713795737.6767151,-0.24065205493081676,-0.0508255359043394,-2.30002275559594,0.35438093187209235,-1.0154109697251348e-05,0.0011635291491189173,-0.36288800988424946,-0.2052216553244632,0.0032727381790033047
58,1713795737.7017152,-0.23624161462825505,-0.050307927220912305,-2.2999268190096642,0.3501438926689357,-1.0340394177618673e-05,0.002340395595147097,-0.36802034694082747,-0.20893935230949506,0.004110160757313332
59,1713795737.726715,-0.23192464433447085,-0.0497888770880425,-2.2999080731476202,0.36943798849010545,-1.0525451600790561e-05,0.001898073322405372,-0.3726244184362996,-0.21263424301554656,0.003571862969425985
60,1713795737.7517154,-0.2275674895248268,-0.049269773243907834,-2.300000064932518,0.39543812474982104,-1.0709669923631565e-05,0.002739468874261205,-0.3767139042918818,-0.2163062407862254,0.004126358569122803
61,1713795737.7767155,-0.22319639954954787,-0.04875066659620497,-2.299965001780377,0.4454613553162301,-1.089243941664389e-05,0.003596558165018217,-0.380300062577973,-0.21995531745750133,0.004673402942752933
62,1713795737.8017156,-0.2187802543748419,-0.04823155940558941,-2.299985855947918,0.4892991790353517,-1.107416574797418e-05,0.00308815533185958,-0.383397565993617,-0.2235814977767944,0.004047361749346843
63,1713795737.8267157,-0.21437390820065907,-0.04771245166322521,-2.30007415819738,0.5149441767780599,-1.1254749726158364e-05,0.0023243235760639592,-0.3860196926087374,-0.22718485440288463,0.0032283666038159836
