,time,pos_x,pos_y,yaw,v_x,v_y,w,a_x,a_y
4559,1713795827.4316227,1.4187704581986986,1.282011285407153,0.6485341740569868,0.7119170679389516,-0.016796641603052994,-0.0009054686395582171,0.5300750327019964,-1.3593549911456357
4560,1713795827.4516227,1.4020763093409927,1.2768897781468762,0.6487596723776381,0.7711674258589047,-0.01696419628255385,-0.0008303109803530456,0.5467050192174068,-1.372846122964443
4561,1713795827.4716227,1.3854032166538273,1.271737456013013,0.6491733648246885,0.7787612097910876,-0.017107611548894314,0.0012843999382177347,0.5626912523323726,-1.3843863141954325
4562,1713795827.4916227,1.3686784922678015,1.2666373412559722,0.6492210366436723,0.7760582581543568,-0.017227656081016937,0.0014406088438336248,0.5783054756868765,-1.3940386100316022
4563,1713795827.511623,1.3546925897325335,1.2737181389697128,0.649027033855215,0.7760752929039515,-0.017323622889078686,0.002263378042016842,0.593638579553771,-1.4018640053581348
4564,1713795827.5316226,1.3418609846820322,1.285965472399912,0.6489255327768009,0.772415293884794,-0.017398002325008745,0.0040309162857958105,0.6086606411158234,-1.407921598358187
4565,1713795827.5516226,1.32908286865215,1.2984460234801367,0.6490463261323911,0.7432079546673187,-0.017451921351724114,0.0025767879646505917,0.6232486732564699,-1.412268511266327
4566,1713795827.5716226,1.316292549186616,1.3108775151640648,0.6493402082600518,0.6839023927746212,-0.017485660890618204,0.0014056938212995487,0.6373888165863745,-1.4149599999557
4567,1713795827.5916226,1.3035165087422722,1.3232506532582233,0.6495231990522394,0.7001604284823714,-0.017499695100625812,0.001437858014622025,0.6517372738349727,-1.4160495489681593
4568,1713795827.6116226,1.2908314312606335,1.3354636081373652,0.6494945223421746,0.7570874590051007,-0.017494604880720344,0.0013889442497401637,0.666075423366443,-1.4155889214100805
4569,1713795827.6316226,1.2781804522996496,1.3475307610619014,0.6492169327872332,0.7528787338084173,-0.017470973747840932,0.001362187038976872,0.6797850597206987,-1.4136282097179518
4570,1713795827.6516223,1.2655033671234253,1.359553981975003,0.6487843306376588,0.7584302214053444,-0.017429375947374013,0.000753507646696409,0.6933168945616179,-1.4102158887614016
4571,1713795827.6716225,1.2528461822108705,1.371473378051256,0.6483837717493929,0.7549066635860807,-0.01737040233976015,-0.0001835395538205771,0.7065621412754369,-1.4053988680485365
4572,1713795827.6916225,1.2401987254003999,1.3833016167631713,0.6481180671145251,0.7438269866539471,-0.017294609691356794,-0.0007817933464615905,0.7195391350492302,-1.399222540729958
4573,1713795827.7116225,1.2264895159152018,1.3800158748617462,0.6479759895217412,0.71155720446872,-0.017204367043828953,-0.00011019506480129324,0.7321735701482045,-1.3917308500868404
