time,x,y,roll,pitch,yaw
1713795735.6482084,-0.00754707145690918,-0.003638620376586914,-0.00854923928034499,0.017668901701624,-0.03287416145228957
1713795735.7013204,-0.007488337516784668,-0.003579671144485474,-0.008218067478599515,0.017753295916727703,-0.03322628408852138
1713795735.7425706,-0.00754210376739502,-0.003586078882217407,-0.008745455437397503,0.017528170840876798,-0.03240524398482739
1713795735.7931566,-0.007588846206665039,-0.00366172456741333,-0.009153297226615974,0.017439467498000127,-0.03206359123181686
1713795735.8360522,-0.0075105133056640625,-0.003559513330459595,-0.008291782847635673,0.017760696617929398,-0.033084535503696846
1713795735.8595293,-0.008205812454223632,-0.0030451414585113525,-0.009072548554183112,0.018706318316320098,-0.02777886590411318
1713795735.8804643,-0.007529210567474365,-0.0035717661380767823,-0.00852743469617276,0.017524764351251717,-0.032709557262999234
1713795735.9010468,-0.007489376068115235,-0.003553456544876098,-0.008405068782326032,0.017519698907631494,-0.03283449381953042
1713795735.9203749,-0.0075332212448120115,-0.003499437093734741,-0.008340595221621123,0.017555450811154047,-0.03274394029519955
1713795735.938325,-0.007623063564300537,-0.003553253650665283,-0.008684589266678446,0.01759799128866321,-0.03242001996740708
1713795735.9568043,-0.007515393733978271,-0.003573441743850708,-0.008786256058279545,0.017500761415015744,-0.03237785171588632
1713795735.9780025,-0.007508556365966797,-0.003647191047668457,-0.00890603432462289,0.01748564858890272,-0.032493069072088626
1713795735.9990716,-0.007519190788269043,-0.003580800533294678,-0.008702452267079462,0.01752176842751123,-0.03258039463435446
1713795736.0176942,-0.006628725528717041,-0.004115495204925537,-0.009646001339491658,0.016599552429716315,-0.03238685809334853
1713795736.0437615,-0.008205835342407227,-0.0030288503170013427,-0.009135593055846006,0.018611914972486817,-0.027761713300818586
1713795736.0679643,-0.007513253688812256,-0.003528929948806763,-0.008374579935624932,0.01756779560940406,-0.03275278817624373
1713795736.0919254,-0.007515395641326904,-0.0036125469207763674,-0.008592928061937517,0.017651135908781698,-0.032867772949470686
1713795736.1152723,-0.007484676837921143,-0.003592010259628296,-0.008493888457852507,0.017617662449251795,-0.03277937461159504
1713795736.1493728,-0.00822263240814209,-0.00304262375831604,-0.009064606181997056,0.01877892670866341,-0.027899861037137368
1713795736.1697304,-0.007542452812194824,-0.0035469703674316407,-0.008575786277166174,0.017524893284787447,-0.03257790271689918
1713795736.1877518,-0.008177669525146484,-0.003068079710006714,-0.009405632096908522,0.018478661519597768,-0.02747968186620785
1713795736.2090745,-0.007538543224334717,-0.0036569159030914312,-0.00909718854360205,0.017450468595116828,-0.03221514226768937
1713795736.2302406,-0.007560485839843751,-0.003623970031738281,-0.008906062905205276,0.017528807064227884,-0.03236930570450263
1713795736.249903,-0.007496995449066162,-0.003545315980911255,-0.008423506587976876,0.017552985250489497,-0.03275773279880194
1713795736.2704382,-0.007514668941497803,-0.0035607528686523444,-0.008338638437981478,0.017713795109700916,-0.03298614175366393
1713795736.293995,-0.007528759956359863,-0.003570344686508179,-0.008316275371433219,0.017688363136312866,-0.033023016853285785
1713795736.313378,-0.007529372215270997,-0.003560405254364014,-0.008348549298466441,0.0176340646942841,-0.03296642081248599
1713795736.329634,-0.007520034790039063,-0.003547536611557007,-0.008446059927927059,0.017578145294257653,-0.0328042776685785
1713795736.5162592,-0.007512612819671631,-0.0035070180892944336,-0.008226860957724041,0.01763548335040047,-0.03302020943839095
1713795736.534242,-0.00753855848312378,-0.0035328946113586425,-0.008485874119577871,0.01762400814929729,-0.03269224107441977
1713795736.557321,-0.00755908203125,-0.003585307598114014,-0.008700711991421292,0.01754416890694732,-0.03250025562346278
1713795736.5808778,-0.007521114349365234,-0.0035671253204345704,-0.008613237742068647,0.017576010605088267,-0.0326397017747011
1713795736.5974967,-0.007522249698638916,-0.0034940433502197265,-0.008345176760021335,0.017551902167466146,-0.032668763651340124
1713795736.6186242,-0.007504487514495849,-0.003586545467376709,-0.008668306581399979,0.01758173708004162,-0.03250014211116787
1713795736.6402264,-0.007530830383300781,-0.003638833999633789,-0.008933647643295345,0.017542088901567214,-0.03237419662303872
1713795736.6574793,-0.007504963874816895,-0.0036181252002716064,-0.008743504278916873,0.01751786793767388,-0.032513691118288904
1713795736.6801567,-0.007529542446136475,-0.003567225217819214,-0.008528248443542382,0.017560962165353168,-0.032753727093177594
1713795736.7009428,-0.007548156261444092,-0.0035714356899261474,-0.008535866331646717,0.01758359472094049,-0.032723029852899634
1713795736.7200816,-0.008208346366882325,-0.0030479722023010252,-0.009036841237048308,0.018677244858583266,-0.027963852418483558
1713795736.7453556,-0.008203509330749512,-0.0029954402446746827,-0.008840158124615268,0.01876590434073465,-0.028031086512950786
1713795736.7719178,-0.007504582405090332,-0.0036369781494140635,-0.00865106071297647,0.017668561095786486,-0.03281566447657774
1713795736.7947965,-0.00818368911743164,-0.003113774538040161,-0.009408472968374073,0.018627207747146615,-0.02752810403768622
1713795736.8192298,-0.007584627628326416,-0.003573444128036499,-0.008810021724398206,0.017465174365673627,-0.032202626289831934
1713795736.840113,-0.007513723373413086,-0.003506796836853028,-0.008527500390883515,0.017454468438470507,-0.03245879602158624
1713795736.8612018,-0.007500355243682861,-0.0035615088939666747,-0.008628687127003582,0.017464447926095226,-0.032635577842508014
1713795736.8795843,-0.007510288238525391,-0.003598018884658813,-0.008725298502018943,0.01750358341135281,-0.03252196756791293
1713795736.8990197,-0.007494834899902344,-0.0035590312480926517,-0.008522057839382358,0.01756414273540201,-0.03266879098791864
1713795736.9184737,-0.008241763114929199,-0.0030103468894958495,-0.008936846786588687,0.018950948762870998,-0.027900828771562074
1713795736.9391794,-0.008297430992126466,-0.0029634182453155524,-0.008753558103888202,0.018979719585459447,-0.028053750739218786
1713795736.964351,-0.007510009765625,-0.0035516302585601807,-0.008572372766656214,0.017513261358137733,-0.032549854410922376
1713795736.9772692,-0.00817710781097412,-0.00304309606552124,-0.009219799557726805,0.018546555716269755,-0.027696007427944407
1713795737.0011666,-0.00820383358001709,-0.0030568840503692627,-0.009396597456110269,0.01863790059436619,-0.02745289171999941
1713795737.0173607,-0.00749992036819458,-0.0035805423259735107,-0.008701182860129154,0.017489788577728482,-0.03247989956630812
1713795737.0382462,-0.007525742053985596,-0.0035608904361724854,-0.008663727523548057,0.017556006020147643,-0.03249764948913623
1713795737.0593626,-0.0075570068359375004,-0.003605357170104981,-0.00873839845325813,0.017630395460900387,-0.03256192357033772
1713795737.079591,-0.007566148281097413,-0.003587526559829712,-0.008670762913597557,0.01764528263674251,-0.03260708788515153
1713795737.1034584,-0.0075117449760437015,-0.00350703501701355,-0.008287236116930703,0.01754131224126414,-0.03286912046190958
1713795737.1193955,-0.007466549396514892,-0.0035345141887664798,-0.008383260637748444,0.01755257899554684,-0.03280618565837803
1713795737.1377738,-0.008185050010681153,-0.0030899913311004637,-0.009276746851346112,0.01872654909749667,-0.02774100726368437
1713795737.1633337,-0.007497080326080322,-0.003578235149383545,-0.008615725616139557,0.017365936091376294,-0.03250001146785681
1713795737.177773,-0.008160411834716797,-0.0030349345207214356,-0.009156459634770034,0.01853886926009281,-0.027533416028022558
1713795737.199716,-0.007690061569213868,-0.0029809424877166747,-0.009246130730540265,0.017585121742714968,-0.026733622558229243
1713795737.2169862,-0.006401005744934082,-0.00289210844039917,-0.009041421957811904,0.016043973519202236,-0.025657773689600698
1713795737.2365732,-0.0024811437129974366,-0.004857418537139893,-0.010117248857457385,0.014271186487616815,-0.03263104993494518
1713795737.2563539,-0.000749367892742157,-0.004864058494567871,-0.009836253211344863,0.01565007498604166,-0.03353073183427218
1713795737.2805955,0.0004585195183753967,-0.004217761993408203,-0.009152599402357537,0.016350913295464325,-0.032462579304096274
1713795737.2978706,0.0015208665132522582,-0.003983571767807007,-0.008133293365083746,0.01624889100867512,-0.0355329749421578
1713795737.3202841,0.0023940396308898926,-0.003813632726669312,-0.00864852988003042,0.017344843997621203,-0.03310819628659873
1713795737.3398824,0.004624972343444824,-0.004961928844451904,-0.009616152272292537,0.01670425737168767,-0.03669425720828388
1713795737.4901812,0.007505229949951172,-0.0037150695323944095,-0.01044037759160819,0.012251252780307195,-0.025360287786820288
1713795737.5128126,0.015201531410217285,-0.004395950317382813,-0.008604276840803643,0.007940538693145604,-0.031254378768460364
1713795737.530172,0.018241065979003903,-0.0045044832229614255,-0.008099484679192406,0.007346777090953252,-0.032640738157309716
1713795737.5471034,0.02465238952636719,-0.004890115261077881,-0.008676244699128977,0.00987967289886115,-0.03469977117403134
1713795737.5700984,0.035355484008789066,-0.006275331020355225,-0.010698818848504855,0.014538538182503051,-0.038896997835354635
1713795737.5968993,0.042345745086669925,-0.006307450294494629,-0.010290328144049838,0.014480410536056504,-0.04022744318342656
1713795737.614337,0.04966955947875977,-0.006339503288269043,-0.010434559493230411,0.014304495984585724,-0.03837663028928673
1713795737.6312602,0.05322755432128906,-0.0061470866203308105,-0.013039829584792738,0.0149187216499834,-0.029219090868139275
1713795737.6498241,0.060960636138916016,-0.00661026668548584,-0.012487511409896752,0.01457334226747693,-0.032181301872123334
1713795737.6729314,0.06795215606689453,-0.0063740634918212895,-0.012942597619145088,0.012863894783232984,-0.030018011104648263
1713795737.6906548,0.08144093322753906,-0.00723067045211792,-0.01355628480018802,0.011619727043963562,-0.032358947708105296
1713795737.7111464,0.0851704330444336,-0.007364283084869385,-0.014157561572388734,0.012311091121364741,-0.03318223153194566
1713795737.7289257,0.09495793914794923,-0.007818857669830322,-0.015120380995434645,0.010423045206989298,-0.033313631222394176
1713795737.7490292,0.10417772674560548,-0.007827987670898437,-0.014843081368443844,0.011711954577988714,-0.033892799220060076
1713795737.7701375,0.11355751037597657,-0.007114256381988525,-0.013625190343795605,0.017123704114661818,-0.03020527036111187
1713795737.7868643,0.12410888671875,-0.007648342609405518,-0.013992782172139366,0.017638333433893247,-0.03053354267942675
1713795737.808516,0.13533738708496093,-0.008925924301147461,-0.01493281722769187,0.015634081011162298,-0.03403474369920535
1713795737.829661,0.14702021789550782,-0.009747233390808104,-0.016356961102171736,0.014895234913801242,-0.03343186758484828
1713795737.8477583,0.15823936462402344,-0.009487841606140137,-0.016278599659256803,0.014887419097812517,-0.029437589779169226
1713795737.8678713,0.16956983947753906,-0.010078325271606443,-0.01630265520413155,0.0152660433146549,-0.033199248273956164
1713795737.8869224,0.1810850372314453,-0.010506876945495604,-0.016216873710739727,0.016690830954644933,-0.033967802737321175
1713795737.9146457,0.19298716735839844,-0.01046043586730957,-0.016062208671303126,0.01680501682949934,-0.031172883893981384
1713795737.9477344,0.2167588806152344,-0.011286077499389648,-0.01602436564387267,0.01735574390907157,-0.03103575278165573
1713795737.9710975,0.22861273193359372,-0.011629143714904784,-0.01620894870277018,0.017701697852211127,-0.03067984907905983
1713795737.990763,0.2456661376953125,-0.011991292953491214,-0.01725813378560065,0.017215288507586756,-0.030960524291526615
1713795738.007336,0.25099327087402346,-0.011666802406311036,-0.016708049131807495,0.016778546610505474,-0.03117458426504808
1713795738.0338626,0.2683163757324219,-0.012961848258972168,-0.01875906081795267,0.014550888533240519,-0.03286373557053572
1713795738.0490446,0.2737506103515625,-0.012898951530456546,-0.0183277905094466,0.014955564395337122,-0.033423011806805646
1713795738.0709972,0.2848359069824219,-0.012893487930297851,-0.01763865632472602,0.015377139577481196,-0.033712813027107456
1713795738.0885313,0.2967225952148437,-0.013681992530822754,-0.017956352758562916,0.014703164085401593,-0.032787041668920595
1713795738.1137133,0.30709820556640627,-0.012726662635803224,-0.016342216916126435,0.017209018303840067,-0.02512983186362166
1713795738.1273139,0.319252197265625,-0.013294384956359864,-0.01598224063517245,0.01717474786577876,-0.025127909141928674
1713795738.1521611,0.33774990844726566,-0.014489469528198242,-0.014439312907895524,0.017786395675490674,-0.03373403065966841
1713795738.186915,0.35016702270507816,-0.014947282791137696,-0.015008104059507974,0.01875613283842349,-0.033072376288208735
1713795738.2015634,0.3638375854492188,-0.014927270889282229,-0.016666603562540246,0.018276830487292048,-0.024914143671566143
1713795738.220394,0.3759035339355469,-0.015937960624694825,-0.01661343803057259,0.019333345505861344,-0.03327893181003698
1713795738.246123,0.3881529235839844,-0.015393206596374512,-0.015261057446639782,0.01938730402915173,-0.03156401102778504
1713795738.2800338,0.4122339782714844,-0.01650350570678711,-0.01782869928844168,0.0184735376278024,-0.03430911718142937
1713795738.2980607,0.42441964721679687,-0.016790075302124025,-0.018085707323854273,0.01730168690084691,-0.03417150571494075
1713795738.3186247,0.4359479675292969,-0.016813661575317385,-0.016804534806377402,0.018139608391168037,-0.033096995843190764
1713795738.3426092,0.4540068359375,-0.017186222076416017,-0.016373111843562316,0.018090027515445084,-0.030685737212019604
1713795738.7554228,0.6916875,-0.02265138626098633,-0.014971386616847274,0.01714736894214621,-0.03176056862452416
1713795738.778509,0.7169645385742187,-0.023199106216430666,-0.015448043258182708,0.017051157327240888,-0.033007478598357474
1713795738.7976308,0.7295368041992187,-0.02314004135131836,-0.01515401566643485,0.017491418650838246,-0.031355680132953055
1713795738.831163,0.7480076904296875,-0.02397517967224121,-0.014915293153150018,0.019237925796883947,-0.03196048832778555
1713795738.8512664,0.7658550415039063,-0.023195617675781252,-0.01164648863114297,0.020487497309808398,-0.029601529146619475
1713795738.87942,0.7783209228515625,-0.024104829788208007,-0.011708053249915602,0.019670477618224585,-0.03178348029724426
1713795738.9012413,0.7967476196289063,-0.024700887680053712,-0.012225263575388284,0.01873421834347484,-0.03198570654800383
1713795738.919061,0.8027841796875,-0.024874847412109373,-0.012877807252245455,0.018584969482041896,-0.032078077429428975
1713795738.9490814,0.8150341186523438,-0.024852058410644532,-0.012612259006722928,0.018077729624904216,-0.03227560357213292
1713795738.9632757,0.827279052734375,-0.025098220825195312,-0.013096223452884527,0.01735822131873546,-0.032283552301004166
1713795738.9843183,0.8456217651367187,-0.02563643264770508,-0.014329315150635676,0.016768592093480594,-0.031268027648675784
1713795738.999783,0.8516102294921876,-0.025746658325195314,-0.014654026290744337,0.01695022235367561,-0.030554658524587254
1713795739.0208309,0.8640366821289063,-0.026121591567993166,-0.014088721202013044,0.01763347239907716,-0.03126681853603187
1713795739.047154,0.8827155151367188,-0.026661859512329102,-0.01295318359974771,0.018781066947621966,-0.030823842270547082
1713795739.0602565,0.889006103515625,-0.027048461914062502,-0.012681965602640344,0.01888226728226264,-0.031550900762678975
1713795739.0769706,0.901726806640625,-0.02743931007385254,-0.011823383739087786,0.017768348407146504,-0.03246659642430879
1713795739.099952,0.9139577026367187,-0.02783066749572754,-0.011008780316798555,0.018203109231219098,-0.03265707792256678
1713795739.1185195,0.9257345581054688,-0.0282841911315918,-0.012204508420537944,0.01926373313546803,-0.03158644309298064
1713795739.1402576,0.937953857421875,-0.02856432342529297,-0.01206084882308065,0.019312455806805233,-0.03280816807196585
1713795739.1628299,0.950235595703125,-0.028803409576416018,-0.01262220276070395,0.019606505263768927,-0.03322842803728443
1713795739.1798491,0.9685410156250001,-0.029228790283203125,-0.013637084671545363,0.02101153452274971,-0.032848346426089706
1713795739.197598,0.9746895751953124,-0.02931651496887207,-0.013891302793459152,0.02104714797529093,-0.0323392660437103
1713795739.220145,0.9868533935546876,-0.02961102294921875,-0.014217678983806051,0.020779615899466374,-0.03254380628552412
1713795739.2392616,1.0047861328125,-0.03011085319519043,-0.014500830454004627,0.020477907463052784,-0.03200921544123646
1713795739.261443,1.015246826171875,-0.030361902236938482,-0.013759435033084983,0.025775017055653132,-0.031178506189039362
1713795739.2831092,1.0199461059570312,-0.030414493560791015,-0.012906859489177457,0.0288119158786616,-0.031372652593931225
1713795739.3034778,1.0306328125,-0.03093284606933594,-0.013316544487993569,0.0355764562619911,-0.028623918122842793
1713795739.3215432,1.0361846923828124,-0.03145490264892578,-0.013743131044469092,0.03201271469815394,-0.02721503762173668
