time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1713795752.0854635,5.282180926815578,-0.7516173416498867,0.0,0.0,0.0,0.0338212527562011,0.9994278977805258,-0.0011423708895186477,0.0,0.0,0.0,0.0,-0.004231003294513734
1713795752.1054983,5.282180926815578,-0.7516173416498867,0.0,0.0,0.0,0.0338212527562011,0.9994278977805258,-0.0010815100477866559,0.0,0.0,0.0,0.0,-0.004005592769580431
1713795752.1254735,5.282180926815578,-0.7516173416498867,0.0,0.0,0.0,0.0338212527562011,0.9994278977805258,-0.0004194127437735632,0.0,0.0,0.0,0.0,-0.0015533805324949028
1713795752.14664,5.282210765509718,-0.7516153181549308,0.0,0.0,0.0,0.033876604772027974,0.999426023099819,0.00017117787456452448,0.0,0.0,0.0,0.0,0.0006339921280165329
1713795752.1654866,5.283410078033448,-0.7515310500700093,0.0,0.0,0.0,0.03625733274519411,0.9993424867492647,0.006550370527221928,0.0,0.0,0.0,0.0,0.025913614753082632
1713795752.1854405,5.283410078033448,-0.7515310500700093,0.0,0.0,0.0,0.03625733274519411,0.9993424867492647,0.006550370527221928,0.0,0.0,0.0,0.0,0.025913614753082632
1713795752.2055092,5.283715837462506,-0.7515066262283014,0.0,0.0,0.0,0.04343108119947734,0.9990564254264342,0.008078804485448815,0.0,0.0,0.0,0.0,0.09746268990517118
1713795752.2254612,5.284116460508375,-0.7514666227693635,0.0,0.0,0.0,0.05604908491395133,0.9984280144709025,0.010066914369783186,0.0,0.0,0.0,0.0,0.22399435964160902
1713795752.2455225,5.285093831086729,-0.7513382793936907,0.0,0.0,0.0,0.07442054976942988,0.9972269459716859,0.014980948811150432,0.0,0.0,0.0,0.0,0.4075416453250241
1713795752.265499,5.285141156760669,-0.7513300593199744,0.0,0.0,0.0,0.09733214288240605,0.9952519550153714,0.015221422387320957,0.0,0.0,0.0,0.0,0.6377814922756132
1713795752.285461,5.28558712150546,-0.7512320329315577,0.0,0.0,0.0,0.11860037258549312,0.9929420686135633,0.0175090449612224,0.0,0.0,0.0,0.0,0.8521301425084126
1713795752.3054914,5.286104329166593,-0.7510940681398248,0.0,0.0,0.0,0.14132465143325343,0.9899633038134643,0.02018163437977881,0.0,0.0,0.0,0.0,1.0809702658549873
1713795752.3254492,5.286104329166593,-0.7510940681398248,0.0,0.0,0.0,0.14132465143325343,0.9899633038134643,0.02018163437977881,0.0,0.0,0.0,0.0,1.0809702658549873
1713795752.3455167,5.286138377725881,-0.7510833391440723,0.0,0.0,0.0,0.16273334913336748,0.9866700852259774,0.02021824684392603,0.0,0.0,0.0,0.0,1.2963281694420377
1713795752.3654995,5.286692145927371,-0.7508823109448426,0.0,0.0,0.0,0.1837155833848317,0.9829794425223607,0.01678744944743282,0.0,0.0,0.0,0.0,1.4842792189666756
1713795752.3854835,5.287063846187002,-0.7507276706568522,0.0,0.0,0.0,0.2079587888596562,0.978137588550826,0.018802190735207152,0.0,0.0,0.0,0.0,1.73170322298238
1713795752.4054718,5.28755391799162,-0.7504982780590738,0.0,0.0,0.0,0.2263210839685337,0.9740527536798548,0.019981010137667916,0.0,0.0,0.0,0.0,1.8483786522588606
1713795752.425458,5.28770311385086,-0.7504209854817556,0.0,0.0,0.0,0.24710630141217368,0.9689883775373139,0.018803806926628662,0.0,0.0,0.0,0.0,1.9358215885768444
1713795752.4455366,5.287942761775589,-0.7502828354474582,0.0,0.0,0.0,0.26985855087071886,0.9628999753463262,0.01526754656887909,0.0,0.0,0.0,0.0,1.9868820600146904
1713795752.465486,5.288211338511911,-0.750111658395494,0.0,0.0,0.0,0.2899589618434676,0.9570390798952039,0.016623688388356726,0.0,0.0,0.0,0.0,1.9665536894419418
1713795752.4854612,5.288211338511911,-0.750111658395494,0.0,0.0,0.0,0.2899589618434676,0.9570390798952039,0.01433606581445528,0.0,0.0,0.0,0.0,1.7522050392091422
1713795752.5055063,5.2886101261656835,-0.7498326499461138,0.0,0.0,0.0,0.3110536308604862,0.950392360411482,0.01409170833167088,0.0,0.0,0.0,0.0,1.7440429436375904
1713795752.525487,5.288595887415155,-0.7498435681548751,0.0,0.0,0.0,0.3314710558593839,0.9434653884099116,0.014001899847689694,0.0,0.0,0.0,0.0,1.9598604918701554
1713795752.5454898,5.289085181935995,-0.7494351400712638,0.0,0.0,0.0,0.3501195578899579,0.9367050203681736,0.017010489167673188,0.0,0.0,0.0,0.0,1.9423125557566476
1713795752.5654993,5.289138669404839,-0.7493867234383303,0.0,0.0,0.0,0.36904341661759404,0.929412156500663,0.014422686828912474,0.0,0.0,0.0,0.0,1.9317986273274463
1713795752.585472,5.289567619637355,-0.7489656341543091,0.0,0.0,0.0,0.3877331699468074,0.921771657691318,0.015417678987475873,0.0,0.0,0.0,0.0,1.8865624934422776
1713795752.605463,5.289867661454363,-0.7486458808133931,0.0,0.0,0.0,0.40686509083198746,0.9134882581961733,0.01490399494269371,0.0,0.0,0.0,0.0,1.9069178884437108
1713795752.6254349,5.289867661454363,-0.7486458808133931,0.0,0.0,0.0,0.40686509083198746,0.9134882581961733,0.01406320666192876,0.0,0.0,0.0,0.0,1.6928326097690303
1713795752.6455276,5.290040321961919,-0.7484455468635476,0.0,0.0,0.0,0.4263334324802045,0.9045660862256815,0.014001789742356654,0.0,0.0,0.0,0.0,1.6713951219381218
1713795752.6654842,5.290335669013353,-0.748073613434151,0.0,0.0,0.0,0.4432638779637052,0.8963911726989381,0.014785160966224157,0.0,0.0,0.0,0.0,1.649903155579711
