time_sec,time_nanosec,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1713795735,813000000,0.0058721239682345905,-0.01816702275115233,0.9117970522346458,-0.4101970416527545,0.0012344997376203537,0.014633094891905785,-0.0009471625089645386,-0.04132381081581116,-0.38546639680862427,9.827333030700684
1713795735,836000000,0.007903495416623253,-0.01894398306434727,0.9117864923013161,-0.41015125590776785,0.0007023867219686508,0.014633094891905785,0.00011706165969371796,0.023319631814956665,-0.43095624446868896,9.834516105651856
1713795735,849000000,0.008668295268721305,-0.01800517505224655,0.9118097041126326,-0.4101264900180256,-0.00036183930933475494,0.015165207907557487,-0.0009471625089645386,0.07120364904403687,-0.36391857266426086,9.820150909423829
1713795735,869000000,0.009899746710251532,-0.016616096167467707,0.91184606320999,-0.4100764043098183,0.00017027370631694794,0.01569732092320919,-0.0020113885402679443,0.1526065170764923,-0.3351881504058838,9.882400093078614
1713795735,889000000,0.010424177290603142,-0.014775818083528318,0.9118868716718285,-0.4100431013934302,0.0007023867219686508,0.014100982807576656,-0.0014792755246162415,0.11908766627311707,-0.29927513003349304,9.896765289306641
1713795735,909000000,0.009491480604773372,-0.013001846258607107,0.9119280174346804,-0.4100343336934726,0.00017027370631694794,0.015165207907557487,-0.0014792755246162415,0.06880944967269897,-0.25139111280441284,9.812967834472657
1713795735,932000000,0.007594956500232473,-0.0115641244578095,0.9119611011560388,-0.4100433362945303,0.00017027370631694794,0.015165207907557487,-0.0009471625089645386,0.03768482804298401,-0.24899688363075256,9.810574111938477
1713795735,952000000,0.005472850403687083,-0.011456355314039638,0.9119684295121576,-0.410063877224642,0.00017027370631694794,0.014100982807576656,-0.0004150513559579849,-0.010199189186096191,-0.2370258867740631,9.77226692199707
1713795735,972000000,0.0049663448650649296,-0.013481730930389797,0.9119419226124199,-0.4100676872563418,0.00017027370631694794,0.014633094891905785,0.00011706165969371796,-0.05568903684616089,-0.3351881504058838,9.769872245788575
1713795735,993000000,0.0051656199784675585,-0.015613877848499765,0.9119129961781348,-0.4100539118093948,0.00017027370631694794,0.014100982807576656,-0.0004150513559579849,-0.053294837474823,-0.4046199917793274,9.743536529541016
1713795736,13000000,0.005136913045714543,-0.017666640927988128,0.9118810350218771,-0.4100420464904942,0.00017027370631694794,0.014100982807576656,-0.0004150513559579849,-0.07963106036186218,-0.43813884258270264,9.765083847045899
1713795736,35000000,0.006899365840993018,-0.018850065592923734,0.9118660200568898,-0.4099968722365359,-0.00036183930933475494,0.013568870723247528,-0.0004150513559579849,-0.0006223917007446289,-0.4261678457260132,9.803391036987305
1713795736,47000000,0.008015272883093002,-0.019015324631982033,0.9118648369488414,-0.4099715745829372,0.00017027370631694794,0.014100982807576656,0.00011706165969371796,0.0400790274143219,-0.43335044384002686,9.844092903137208
1713795736,68000000,0.008690051581264693,-0.017130851985453267,0.9119087086309617,-0.409943318077974,0.00017027370631694794,0.013568870723247528,-0.0009471625089645386,0.05444425344467163,-0.34476494789123535,9.844092903137208
1713795736,91000000,0.010264732181629913,-0.015672105254425063,0.91194270581373,-0.40988964576244946,-0.00036183930933475494,0.014100982807576656,-0.0014792755246162415,0.16936591267585754,-0.330399751663208,9.877611694335938
1713795736,113000000,0.010503433552971914,-0.013574485366193998,0.9119879080788509,-0.4098578616405972,-0.00036183930933475494,0.014633094891905785,-0.0014792755246162415,0.13345292210578918,-0.25378531217575073,9.88718849182129
1713795736,134000000,0.009432551390647746,-0.011761063941828877,0.9120265643092148,-0.4098539378163259,-0.00036183930933475494,0.014100982807576656,-0.0009471625089645386,0.07599204778671265,-0.25378531217575073,9.870428619384766
1713795736,154000000,0.007462628639835523,-0.0110199815578906,0.91204407865693,-0.40987616150134787,0.00017027370631694794,0.014633094891905785,0.00011706165969371796,0.025713831186294556,-0.23223748803138733,9.805785713195801
1713795736,175000000,0.005583065414983487,-0.012270100635988514,0.9120331715064199,-0.4098948256356695,-0.00036183930933475494,0.015165207907557487,-0.0004150513559579849,-0.029352813959121704,-0.2681505084037781,9.757901725769043
1713795736,187000000,0.00485766490101162,-0.01331614907224309,0.9120203309445645,-0.4098999868374752,-0.00036183930933475494,0.014100982807576656,-0.0004150513559579849,-0.09639045596122742,-0.3256113529205322,9.750718650817872
1713795736,207000000,0.005439915725300153,-0.015249398758044567,0.9119951302499275,-0.409881379858658,-0.00036183930933475494,0.014633094891905785,-0.0004150513559579849,-0.024564415216445923,-0.3543417453765869,9.736353454589844
1713795736,228000000,0.00549531344381527,-0.017404371768229603,0.9119667704643719,-0.4098579009148061,0.00017027370631694794,0.015165207907557487,-0.0014792755246162415,-0.06047743558883667,-0.41898518800735474,9.77466064453125
1713795736,248000000,0.0068401929487434876,-0.018816983352131136,0.9119461462649241,-0.4098211307515798,-0.00036183930933475494,0.014633094891905785,-0.0004150513559579849,-0.010199189186096191,-0.4261678457260132,9.789025840759278
1713795736,268000000,0.008676239874505928,-0.01850377938665629,0.9119619686191527,-0.40976542167724367,-0.0008939523249864578,0.014633094891905785,-0.0014792755246162415,0.013742804527282715,-0.3998315930366516,9.789025840759278
1713795736,289000000,0.007297483798910732,-0.016876082996586415,0.9120048411554318,-0.4097671463916462,-0.00036183930933475494,0.014633094891905785,-0.0020113885402679443,-0.00541079044342041,-0.34476494789123535,9.82972770690918
1713795736,309000000,0.008736930250717938,-0.015708637466060167,0.9120312784223584,-0.4097265575210287,-0.00036183930933475494,0.015165207907557487,-0.0009471625089645386,0.07120364904403687,-0.34237074851989746,9.851275024414063
1713795736,329000000,0.0085273568826536,-0.0137736853112566,0.9120728202860537,-0.40970811594717815,-0.00036183930933475494,0.015165207907557487,-0.0014792755246162415,0.07120364904403687,-0.25139111280441284,9.870428619384766
1713795736,351000000,0.009159245440090254,-0.011783069080511027,0.9121055135004433,-0.40968378018674945,0.00017027370631694794,0.015165207907557487,-0.0004150513559579849,0.10472247004508972,-0.25139111280441284,9.812967834472657
1713795736,372000000,0.00691946331024668,-0.011778850096323217,0.9121170816590781,-0.4097020979487816,0.00017027370631694794,0.014633094891905785,-0.0009471625089645386,0.016137033700942993,-0.2585737109184265,9.836909828186036
