time,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1713795736158942048,0.0,0.0,0.0,0.0,0.0,0.0
1713795736169118177,0.0,0.0,0.0,0.0,0.0,0.0
1713795736176220696,0.0,0.0,0.0,0.0,0.0,0.0
1713795736187388583,0.02,0.0,0.0,0.0,0.0,0.0
1713795736195566251,0.0,0.0,0.0,0.0,0.0,0.0
1713795736205732951,0.0,0.0,0.0,0.0,0.0,0.0
1713795736215430592,0.0,0.0,0.0,0.0,0.0,0.0
1713795736225379734,0.0,0.0,0.0,0.0,0.0,0.0
1713795736235547621,0.0,0.0,0.0,0.0,0.0,0.0
1713795736245535037,0.0,0.0,0.0,0.0,0.0,0.0
1713795736255083146,0.0,0.0,0.0,0.0,0.0,0.0
1713795736265342107,0.0,0.0,0.0,0.0,0.0,0.0
1713795736275743686,0.0,0.0,0.0,0.0,0.0,0.0
1713795736284981487,0.0,0.0,0.0,0.0,0.0,0.0
1713795736296715373,0.0,0.0,0.0,0.0,0.0,0.0
