,time,roll,pitch,yaw
0,1713795735.813,-0.037956178436049766,0.004195759637763578,-2.2961680745958133
1,1713795735.836,-0.04104053891422472,0.0011271964044874824,-2.2961864317636453
2,1713795735.849,-0.03995543345971854,-0.0010388731824600495,-2.2962067705326326
3,1713795735.869,-0.03843178515915167,-0.004426366643075919,-2.2962636682149893
4,1713795735.889,-0.03550477557653172,-0.006893950900868639,-2.2963205744531017
5,1713795735.909,-0.03150306838047221,-0.006648736431224195,-2.2963879829909444
6,1713795735.932,-0.027324246696285217,-0.0043690393380822895,-2.29644373956334
7,1713795735.952,-0.025386836449957168,-0.0005864586509515571,-2.296464528443708
8,1713795735.972,-0.02866616951775132,0.0019988096074208777,-2.2964719305121566
9,1713795735.993,-0.032719386604044075,0.0033838778551370007,-2.2965000451864017
10,1713795736.013,-0.036440992514521035,0.005119646396520476,-2.2965334013067165
11,1713795736.035,-0.04004577326148583,0.002874345286324184,-2.2965677682464793
12,1713795736.047,-0.04126260741280511,0.0009737943137787942,-2.2965754860471144
13,1713795736.068,-0.03837788599151334,-0.0018037118000015918,-2.2966083162676227
14,1713795736.091,-0.03700802442668155,-0.005874061718462616,-2.2966600330474027
15,1713795736.113,-0.03337663534575383,-0.008030876022026371,-2.2967297616634297
16,1713795736.134,-0.029189722209385573,-0.007564910289769857,-2.296792233674598
17,1713795736.154,-0.02622220484975737,-0.004578853042769548,-2.2968164276712058
18,1713795736.175,-0.026961683490324094,-0.0001249801931943545,-2.2968317861845486
19,1713795736.187,-0.02827533819295493,0.002056001806101854,-2.2968425953949105
20,1713795736.207,-0.032279908045814064,0.0025785387664275074,-2.296868430941703
21,1713795736.228,-0.03625728246970912,0.004243564787473114,-2.2969233313123087
22,1713795736.248,-0.0399374514098119,0.0029474238583056026,-2.296955435636863
23,1713795736.268,-0.04087131930978171,-0.0006603837143406711,-2.296997697148175
24,1713795736.289,-0.03677096777925342,0.0005198476612538784,-2.2970527548426714
25,1713795736.309,-0.03582087027280237,-0.003064220222688376,-2.2970840410716646
26,1713795736.329,-0.032118477181049106,-0.004268772530594999,-2.297138069280781
27,1713795736.351,-0.029004381110759956,-0.007053790459149708,-2.2971755240991807
28,1713795736.372,-0.02716067717661893,-0.0029710865417402004,-2.2972135344472333
29,1713795736.395,-0.024615053637226617,0.0011904875859904416,-2.297258978006879
30,1713795736.407,-0.026977545196496328,0.0009190432564374006,-2.297283846199427
31,1713795736.427,-0.030742425406856906,0.00251616949626093,-2.297306814035898
32,1713795736.448,-0.03460563755292606,0.004471886200883616,-2.297338105933186
33,1713795736.468,-0.03831619150430274,0.0032773721282659584,-2.2973822425266546
34,1713795736.489,-0.04070630836131705,0.00014412751680192775,-2.2974184170466687
35,1713795736.509,-0.03972030134358,-0.0034348846250109653,-2.2974406774477836
36,1713795736.529,-0.0368679946394358,-0.005917118920983588,-2.2974850501377806
37,1713795736.552,-0.0328207817581906,-0.00771490951711489,-2.2975473858463857
38,1713795736.572,-0.02887048528111992,-0.008015653691914237,-2.2976063507905318
39,1713795736.592,-0.025864724036376192,-0.005097850669281052,-2.2976535861196954
40,1713795736.613,-0.025193861962069332,-0.0006462804363512736,-2.2976722121038557
41,1713795736.636,-0.02890726087877994,0.0024397471352048936,-2.2976935760387756
42,1713795736.649,-0.03139429240087113,0.0019061087040015798,-2.297717007944926
43,1713795736.669,-0.03499475971705507,0.003984476756643422,-2.2977556969393027
44,1713795736.689,-0.03860695124377206,0.0024871941100016674,-2.297796068678547
45,1713795736.712,-0.04322553947692289,0.0029865161988043595,-2.297879626355433
46,1713795736.732,-0.04169620573853831,-0.0004197488777316868,-2.2979092151908245
47,1713795736.752,-0.039213283903400904,-0.0032775248993382484,-2.2979444878807755
48,1713795736.773,-0.03521140573849199,-0.004323433236114102,-2.2979906967149817
49,1713795736.793,-0.0314347107243859,-0.005442583921345652,-2.29802725666974
50,1713795736.815,-0.028729934683867597,-0.008581366498794096,-2.2980892804553577
51,1713795736.827,-0.027512860440722025,-0.006339197752280777,-2.298121185300151
52,1713795736.848,-0.028366619921634192,-0.0019245322597991775,-2.2981681450330536
53,1713795736.868,-0.030880602153243727,0.0014838134581774186,-2.298194840382335
54,1713795736.888,-0.0343860818932037,0.0037489334226905773,-2.298221646309155
55,1713795736.908,-0.03835897483924132,0.0037572424420510135,-2.2982450623503032
56,1713795736.931,-0.03968570603317176,-0.0002985245408395652,-2.298270332378663
57,1713795736.951,-0.03761840707374099,-0.003426609392575491,-2.298315363567948
58,1713795736.971,-0.036845009112986604,-0.007052422989928988,-2.298360121564273
59,1713795736.992,-0.03361395821373639,-0.009403170461288869,-2.298440781379463
60,1713795737.012,-0.029674923717899083,-0.008314883083703005,-2.2985043138395547
61,1713795737.035,-0.025156985685146845,-0.007115527596658179,-2.2985591313732243
62,1713795737.047,-0.024968900209091496,-0.004544841073019697,-2.298582375801951
63,1713795737.068,-0.025357335754896744,-6.60818149227144e-05,-2.2986200135309285
64,1713795737.088,-0.02859071578119353,0.0025718892694648076,-2.2986607894266498
65,1713795737.108,-0.032593323008971574,0.0030981620585464843,-2.2986991142307303
66,1713795737.129,-0.036788591776231554,0.0034503496483609774,-2.2987423892246426
67,1713795737.15,-0.038963088698408095,0.0001592297341131565,-2.298765965432422
68,1713795737.172,-0.03895903798687219,-0.003970850197470513,-2.298785812219348
69,1713795737.192,-0.04160809000683584,-0.006849011533585172,-2.2986338749122375
70,1713795737.216,-0.042373084008635986,-0.012246304613616156,-2.2976136641831846
71,1713795737.23,-0.0413304601454323,-0.015623303801848487,-2.297019492742546
