time,x_filter,v_x_filter,y_filter,v_y_filter,yaw_filter,w_filter,x_ref,y_ref,yaw_ref,v_x_ref,v_y_ref,w_ref
1713795736.2129996,-0.6233165406811506,-0.0005973895156366045,-0.04862959124754323,-0.00034374799334471176,-0.00011971312946177277,-0.0003892598610240431,-0.0075426123106872986,-0.0036508063490392497,-0.03224373067076958,0.00868186903634472,-0.007585787752736661,-0.07460111313498083
1713795736.2329996,-0.6233077310079008,0.0008959098794151685,-0.050152165359443814,-0.0004714033304389208,-0.00012597530934541125,-0.0003698265714674231,-0.007551577014791215,-0.0036129334769162036,-0.03242380889760593,0.0017512428518489174,0.0031536549901272715,-0.015434354607840591
1713795736.2529995,-0.6233689884124588,-0.0010501564291392203,-0.052908946264903646,-0.0011584907426960961,-0.00014373215870170235,-0.0004464227667055617,-0.007499660497883633,-0.0035476437641481463,-0.032792175397932846,0.0005984920349081497,0.0009437014841406194,-0.01420257376965645
1713795736.2729995,-0.6233281526078043,0.0007630179023844812,-0.054633589722452185,-0.0011603601460730062,-0.0001560793036034727,-0.0004611969239556215,-0.007516201063402404,-0.0035617957909957767,-0.032990151198577435,-0.0007079052167250192,-0.0005512258951827309,-0.005561074991280147
1713795736.2929995,-0.6233685575884307,-0.0004648667125206785,-0.05575709427821637,-0.0011577895591011684,-0.00016794396426123676,-0.0004879278255909686,-0.007528164535252873,-0.0035699393806546127,-0.0330214586821497,-0.00031361285479955455,5.486162138263937e-05,0.0006872738875121551
1713795736.3129995,-0.6233389811459725,0.000742800582100191,-0.05726944548412596,-0.0010322407956178956,-0.00017846824115924423,-0.0004989194573143736,-0.0075293602561182565,-0.0035605993996578513,-0.03296752629364545,0.00028511895365618137,0.0006585175768010102,0.0066067593111810985
1713795736.3329995,-0.623383738881553,-0.0006265085214677467,-0.059051777639780006,-0.0014440560167518145,-0.00017152241338355963,-0.0003705787105764618,-0.007519900945524496,-0.0035468059185371987,-0.032808171686132565,0.0005138284370231887,0.0007265367790653986,0.008713222033976375
1713795736.3529994,-0.6233335123857356,0.001147317252276978,-0.06165977510064515,-0.001722394017384744,-0.000171138769006291,-0.00031131215443383725,-0.0075191055586625215,-0.003542463688822048,-0.03283131234613116,0.00040841998945609294,0.0006132645889987046,0.006518541089979712
1713795736.3729994,-0.6210474403048116,-0.0005346363572324455,-0.0641515281302102,-0.0010813795767286546,-0.0001888089450721335,-0.00042813430832137423,-0.007518310171800547,-0.0035381214591068974,-0.03285445300612976,0.0003030115418889972,0.0004999923989320106,0.004323860145983049
1713795736.3929994,-0.591486291758398,0.0027854462795819882,-0.04138211552822919,0.00020962098518232178,-0.00018134531776368358,-0.0003200851964372226,-0.007517514784938573,-0.0035337792293917464,-0.03287759366612836,0.00019760309432190155,0.00038672020886531655,0.002129179201986386
1713795736.4129994,-0.5915030016070661,-0.000447978929154812,-0.04225803588776842,-0.00034624279509696095,-0.0002005628541447855,-0.0004015365324970603,-0.007516719398076598,-0.003529436999676596,-0.03290073432612696,9.219464675480583e-05,0.0002734480187986225,-6.550174201027867e-05
1713795736.4329994,-0.5914920707576333,0.0008527558271380809,-0.04361241180767029,-0.0005445617461147044,-0.00023051148544396446,-0.0005647485505192799,-0.007515924011214624,-0.003525094769961445,-0.032923874986125555,-0.00010591662429446845,5.437693068557472e-05,0.0007488196786062931
1713795736.4529994,-0.5915802214895406,-0.0019350439638712593,-0.04576393918226477,-0.0014042005702558616,-0.00026978829963533296,-0.0007433313961713112,-0.00751512862435265,-0.0035207525402462946,-0.03294701564612416,-0.00039575455248829324,-0.00026937898667903076,0.004540458486962191
1713795736.4729993,-0.5914696003608286,0.001563014213026345,-0.047721313880392566,-0.0021120988878872635,-0.00027105718981185314,-0.0006138355254066908,-0.007514333237490675,-0.003516410310531144,-0.03297015630612275,-0.000685592480682118,-0.0005931349040436363,0.00833209729531809
1713795736.4929993,-0.5915669472928407,-0.0009063915522184661,-0.04891180077882804,-0.0021693134749736073,-0.00027706950565871343,-0.0005701632612801612,-0.007513537850628701,-0.0035120680808159934,-0.032993296966121355,-0.0009754304088759428,-0.0009168908214082418,0.012123736103673987
1713795736.5129993,-0.5915044201462092,0.0011334448689079703,-0.05002536587475959,-0.0017804768279688415,-0.00026676793546494975,-0.0004084643592318998,-0.007512742463766727,-0.0035077258511008427,-0.03301643762611995,-0.0012652683370697674,-0.0012406467387728473,0.015915374912029885
1713795736.5329993,-0.591562356951778,-0.0006627338646744521,-0.05120231023961301,-0.002260988530718276,-0.0002987665357955108,-0.0005909989082929607,-0.007536765592200102,-0.0035311064982263677,-0.032714904264516065,-0.0012338934527856477,-0.0017529943977902412,0.014494205815652732
1713795736.5529993,-0.5914982567762893,0.0017650357886176621,-0.05182616444390814,-0.000881763919799258,-0.00032042752783174253,-0.000721822676950598,-0.007555238782142187,-0.003575492717989671,-0.03253620690774176,-0.0001151167548188221,-0.0013291420563840716,0.00391137671728561
