time,x,y,distance_44AE,distance_06A5,distance_CBB0,distance_4F9B,yaw,v_x,v_y,w,a_x,a_y
1713795736.4717095,-0.2997160572403888,-0.03383009636509762,6.237657205851682,6.166876274468909,1.3192190686172274,1.9076572058516819,-2.2973886325467143,0.0,0.0,0.0,0.08850493941918099,-0.29638326038416096
1713795736.4917095,-0.29587659566511276,-0.03248943079085329,6.234657974555314,6.162877299407085,1.3182193248517713,1.9046579745553138,-2.297421432653543,0.0,0.0,0.0,0.08812186788509276,-0.2950425088227604
1713795736.5117095,-0.2920371340898367,-0.031148765216608965,6.231658743258946,6.158878324345261,1.3172195810863154,1.9016587432589458,-2.2974466885968328,0.0,0.0,0.0,0.08773879635100452,-0.29370175726135983
1713795736.5317094,-0.2881976725145607,-0.029808099642364635,6.228659511962578,6.154879349283437,1.3162198373208593,1.8986595119625778,-2.297492393253109,0.0,0.0,0.0,0.0873557248169163,-0.29236100569995926
1713795736.5517094,-0.2843582109392847,-0.028467434068120308,6.22566028066621,6.150880374221613,1.3152200935554033,1.8956602806662097,-2.297546598160924,0.0,0.0,0.0,0.08697265328282806,-0.2910202541385587
1713795736.5717094,-0.28051874936400867,-0.027126768493875977,6.222661049369842,6.146881399159789,1.3142203497899474,1.8926610493698417,-2.2976054939340016,0.0,0.0,0.0,0.08658958174873983,-0.28967950257715813
1713795736.5917094,-0.27667928778873263,-0.025786102919631647,6.219661818073474,6.142882424097965,1.3132206060244913,1.8896618180734737,-2.297652899713546,0.0,0.0,0.0,0.0862065102146516,-0.28833875101575757
1713795736.6117094,-0.2728398262134566,-0.02444543734538732,6.2166625867771055,6.138883449036141,1.3122208622590352,1.8866625867771056,-2.29767106743478,0.0,0.0,0.0,0.08582343868056337,-0.286997999454357
1713795736.6317093,-0.26900036463818056,-0.023104771771142993,6.213663355480738,6.134884473974317,1.3112211184935794,1.8836633554807376,-2.2976895906613715,0.0,0.0,0.0,0.08544036714647514,-0.28565724789295643
1713795736.6517093,-0.2651609030629045,-0.021764106196898662,6.21066412418437,6.130885498912493,1.3102213747281233,1.8806641241843696,-2.297722249126197,0.0,0.0,0.0,0.08505729561238691,-0.28431649633155587
1713795736.6717093,-0.26027984180883024,-0.021836688147755433,6.205351601932592,6.126901067955061,1.3084505339775307,1.8792252669887652,-2.2977611660812904,0.0,0.0,0.0,0.08467422407829868,-0.2829757447701553
1713795736.6917093,-0.2551025408090212,-0.022311209630678057,6.199381160195632,6.122920773463754,1.3064603867318774,1.8782301933659384,-2.297805911731135,0.0,0.0,0.0,0.08429115254421045,-0.28163499320875474
1713795736.7117093,-0.24992523980921227,-0.02278573111360068,6.193410718458671,6.118940478972448,1.3044702394862238,1.8772351197431119,-2.297878570505283,0.0,0.0,0.0,0.08390808101012222,-0.28029424164735417
1713795736.7317092,-0.2447479388094033,-0.023260252596523305,6.187440276721712,6.1149601844811405,1.3024800922405704,1.8762400461202853,-2.2979087848693305,0.0,0.0,0.0,0.083525009476034,-0.2789534900859536
1713795736.7517092,-0.2395706378095943,-0.02373477407944593,6.181469834984751,6.110979889989834,1.300489944994917,1.8752449724974585,-2.2979439748907446,0.0,0.0,0.0,0.08314193794194577,-0.27761273852455304
