,time,x,y,yaw,v_x,v_y,w,a_x,a_y
231,1713795738.185485,0.0,0.0,0.0,0.6338989269053739,0.0,0.0071273813408968,0.0,0.0
232,1713795738.193,0.0,0.0,-2.299305983904899,0.0,0.0,0.0,-0.7404307126998901,0.3112462759017944
233,1713795738.2054453,0.0,0.0,0.0,0.564590503027981,0.0,0.0001114105128925,0.0,0.0
234,1713795738.214,0.0,0.0,-2.2995174081029206,0.0,0.0,0.0,-0.5680481791496277,-0.1125274002552032
235,1713795738.225481,0.0,0.0,0.0,0.6393813914567495,0.0,0.0064447764601146,0.0,0.0
236,1713795738.228,0.0,0.0,-2.2997857328772584,0.0,0.0,0.0,-0.4339728951454162,-0.0095767229795455
237,1713795738.2454686,0.0,0.0,0.0,0.7224421019083562,0.0,0.0053312178314667,0.0,0.0
238,1713795738.2480736,0.0746544314062764,-0.0560351515652066,0.0,0.0,0.0,0.0,0.0,0.0
239,1713795738.252,0.0,0.0,-2.300560343772524,0.0,0.0,0.0,-0.6781814694404602,0.1819594055414199
240,1713795738.265,0.0,0.0,-2.301298624272988,0.0,0.0,0.0,-0.3214454054832458,-0.8643066883087158
241,1713795738.2654858,0.0,0.0,0.0,0.7958922013640299,0.0,-0.003789006410308,0.0,0.0
242,1713795738.2854557,0.0,0.0,0.0,0.6673243859987452,0.0,0.0113402504572994,0.0,0.0
243,1713795738.288,0.0,0.0,-2.302219112539762,0.0,0.0,0.0,-0.1873701214790344,-0.8020574450492859
244,1713795738.3054974,0.0,0.0,0.0,0.6712355976574454,0.0,-0.0003352351577017,0.0,0.0
245,1713795738.31,0.0,0.0,-2.301926751875349,0.0,0.0,0.0,-0.2017353326082229,-1.0199298858642578
246,1713795738.325488,0.0,0.0,0.0,0.6698142334294086,0.0,-0.0024504782014478,0.0,0.0
247,1713795738.333,0.0,0.0,-2.300812277126047,0.0,0.0,0.0,0.3106238543987274,-0.2418142855167389
248,1713795738.3454645,0.0,0.0,0.0,0.6007740387775635,0.0,-0.0075735712857062,0.0,0.0
249,1713795738.347,0.0,0.0,-2.300261860333688,0.0,0.0,0.0,0.401603490114212,-0.2777273058891296
250,1713795738.3654635,0.0,0.0,0.0,0.6052038083967154,0.0,-0.0126836426673821,0.0,0.0
251,1713795738.369,0.0,0.0,-2.2998835045109405,0.0,0.0,0.0,0.4494875371456146,-0.3806779980659485
252,1713795738.3855011,0.0,0.0,0.0,0.6089944361370694,0.0,0.0030068800887876,0.0,0.0
253,1713795738.391,0.0,0.0,-2.299564107217479,0.0,0.0,0.0,0.3728730976581573,0.1053449660539627
254,1713795738.4054794,0.0,0.0,0.0,0.6802998887297063,0.0,-0.0065762604238822,0.0,0.0
255,1713795738.415,0.0,0.0,-2.2992554137020864,0.0,0.0,0.0,0.5404671430587769,0.0454899221658706
256,1713795738.4254727,0.0,0.0,0.0,0.6815410974174918,0.0,-0.0143570114126607,0.0,0.0
257,1713795738.427,0.0,0.0,-2.2993164160363926,0.0,0.0,0.0,0.8900207281112671,0.2322376519441604
258,1713795738.445475,0.0,0.0,0.0,0.6803067716995466,0.0,-0.0086805120705546,0.0,0.0
259,1713795738.449,0.0,0.0,-2.299833361759729,0.0,0.0,0.0,0.7128497362136841,0.0694319307804107
